"Task Type","Task ID","Task Name","Parent ID","Parent Name","Parent URL","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Points Estimate","Points Estimate Rolled Up"
"Task","868emxjf8","Aim 2: Cell Line Generation",,"","","on hold","
","[Ianessa Morantte]","none","",0,0,"Wednesday, October 29th 2025","Wednesday, October 8th 2025","Thursday, July 3rd 2025, 2:37:37 pm -07:00","Tuesday, October 7th 2025, 2:38:00 pm -07:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[868g1kf10, 868g1kf2b]","[https://app.clickup.com/t/868g1kf10, https://app.clickup.com/t/868g1kf2b]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868g1kf10","SynBio BLIMP1 work (Humira)","868emxjf8","Aim 2: Cell Line Generation","https://app.clickup.com/t/868emxjf8","to do","
","[]","none","",0,0,"","","Monday, October 20th 2025, 3:15:04 pm -07:00","Wednesday, December 10th 2025, 3:37:41 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Milestone","868g1kf2b","SynBio --&gt; BMGF BLIMP1 Handoff","868emxjf8","Aim 2: Cell Line Generation","https://app.clickup.com/t/868emxjf8","to do","
","[]","none","",0,0,"","","Monday, October 20th 2025, 3:15:15 pm -07:00","Tuesday, October 28th 2025, 8:56:42 pm -07:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868emxjfb","Aim 3: Cell Line Generation",,"","","to do","Currently no plans for bioreactor production runs for Aim 3. Just shake flask PoC
","[Ianessa Morantte]","none","",0,0,"Thursday, November 20th 2025","Thursday, October 30th 2025","Thursday, July 3rd 2025, 2:37:37 pm -07:00","Monday, July 7th 2025, 11:07:04 am -07:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868f2dgz6","Aim 1: Process Dev",,"","","in progress","
","[]","none","",0,0,"Wednesday, December 31st 2025","Wednesday, September 3rd 2025","Tuesday, August 5th 2025, 12:40:21 pm -07:00","Wednesday, December 10th 2025, 3:14:56 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[868g56ez5, 868g56q10, 868emxju4, 868g56q6n, 868emxjuv, 868emxjyc, 868emxk0p, 868g56etm, 868gakapt]","[https://app.clickup.com/t/868g56ez5, https://app.clickup.com/t/868g56q10, https://app.clickup.com/t/868emxju4, https://app.clickup.com/t/868g56q6n, https://app.clickup.com/t/868emxjuv, https://app.clickup.com/t/868emxjyc, https://app.clickup.com/t/868emxk0p, https://app.clickup.com/t/868g56etm, https://app.clickup.com/t/868gakapt]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868epd4ne","Opto Chassis Scale-up","868f2dgz6","Aim 1: Process Dev","https://app.clickup.com/t/868f2dgz6","complete","
","[Sasha Howes]","none","",0,0,"Friday, August 8th 2025","Thursday, July 24th 2025","Tuesday, July 8th 2025, 11:49:23 am -07:00","Tuesday, October 28th 2025, 9:07:15 pm -07:00","Tuesday, October 28th 2025, 8:52:52 pm -07:00","Tuesday, October 28th 2025, 8:52:52 pm -07:00","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Milestone","868g56ez5","1:1: Receive UAS clones from John","868f2dgz6","Aim 1: Process Dev","https://app.clickup.com/t/868f2dgz6","to do","
","[]","none","",0,0,"Tuesday, January 20th 2026","","Tuesday, October 28th 2025, 9:00:17 pm -07:00","Wednesday, December 10th 2025, 3:25:38 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868g56q10","TPP Run 1: Media","868f2dgz6","Aim 1: Process Dev","https://app.clickup.com/t/868f2dgz6","to do","
","[]","none","",0,0,"Monday, November 3rd 2025","Monday, October 27th 2025","Tuesday, October 28th 2025, 9:07:03 pm -07:00","Tuesday, October 28th 2025, 9:08:31 pm -07:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868emxju4","BRX Run 1 [CMV MP]","868f2dgz6","Aim 1: Process Dev","https://app.clickup.com/t/868f2dgz6","on hold","10 day run in bioreactor + 5 days of analysis (no additional analytical)
","[Sasha Howes]","none","",0,0,"Friday, November 21st 2025","Sunday, November 2nd 2025","Thursday, July 3rd 2025, 2:38:49 pm -07:00","Tuesday, October 28th 2025, 9:10:25 pm -07:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868g56q6n","TPP Run 2: Feed, Induction","868f2dgz6","Aim 1: Process Dev","https://app.clickup.com/t/868f2dgz6","to do","
","[]","none","",0,0,"Monday, November 24th 2025","Monday, November 10th 2025","Tuesday, October 28th 2025, 9:09:20 pm -07:00","Tuesday, October 28th 2025, 9:09:30 pm -07:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868emxjuv","BRX Run 2 [UAS MP]","868f2dgz6","Aim 1: Process Dev","https://app.clickup.com/t/868f2dgz6","to do","Dependent on how much comes out of opto chassis - hopefully Nessa will do Luxio screen and Sasha can do this in 1 run (likely 14 days). 

+ additional analytical: titer, hopefully intact mAb/glycoforms. 

potentially additional shake flasks, bioreactors if necessary
","[Sasha Howes]","none","",0,0,"Saturday, February 21st 2026","Tuesday, February 3rd 2026","Thursday, July 3rd 2025, 2:38:53 pm -07:00","Tuesday, October 28th 2025, 8:57:28 pm -07:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868emxjyc","BRX Run 3","868f2dgz6","Aim 1: Process Dev","https://app.clickup.com/t/868f2dgz6","to do","At least 1 month - likely 2x14d runs back to back
Longer than originally planned because of cell line delays
includes analytical turnaround (which is dependent on Gates Foundation)

","[Sasha Howes]","none","",0,0,"Saturday, April 4th 2026","Tuesday, March 17th 2026","Thursday, July 3rd 2025, 2:39:22 pm -07:00","Tuesday, October 28th 2025, 8:55:26 pm -07:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868emxk0p","BRX Run 4","868f2dgz6","Aim 1: Process Dev","https://app.clickup.com/t/868f2dgz6","to do","14 day run + analytical time
","[Sasha Howes]","none","",0,0,"Saturday, April 25th 2026","Tuesday, April 7th 2026","Thursday, July 3rd 2025, 2:39:44 pm -07:00","Monday, November 10th 2025, 1:44:11 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868g56etm","BRX Run 5: Production run","868f2dgz6","Aim 1: Process Dev","https://app.clickup.com/t/868f2dgz6","to do","
","[]","none","",0,0,"Friday, March 13th 2026","Monday, February 23rd 2026","Tuesday, October 28th 2025, 8:56:18 pm -07:00","Monday, November 10th 2025, 1:43:01 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gakapt","BRX Run 6: [optional] Production Run","868f2dgz6","Aim 1: Process Dev","https://app.clickup.com/t/868f2dgz6","to do","
","[]","none","",0,0,"Friday, March 27th 2026","Monday, March 16th 2026","Monday, November 10th 2025, 1:43:35 pm -08:00","Monday, November 10th 2025, 1:43:46 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868epcffd","Aim 3 SF production run",,"","","to do","
","[Sasha Howes]","none","",0,0,"Friday, March 20th 2026","Wednesday, February 18th 2026","Tuesday, July 8th 2025, 11:21:26 am -07:00","Wednesday, September 10th 2025, 2:37:03 pm -07:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0qpj","Aim 1: Cell Line Generation",,"","","in progress","
","[]","none","",0,0,"","","Wednesday, December 10th 2025, 3:15:49 pm -08:00","Wednesday, December 10th 2025, 3:43:35 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[868gp0r5r, 868gp0v5r, 868gp0w73, 868gp0z0u]","[https://app.clickup.com/t/868gp0r5r, https://app.clickup.com/t/868gp0v5r, https://app.clickup.com/t/868gp0w73, https://app.clickup.com/t/868gp0z0u]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","868gp0qpj","Aim 1: Cell Line Generation","https://app.clickup.com/t/868gp0qpj","to do","Host Cell Line: CHOZN Elite GAVPO pool (021 004 P_1281 bulk, H)

Constructs:
P_2117_CMV_MAM01_Hc_BGHpolyA_CMV_MAM01_Lc_BGHpolyA_CMV_MAM01_Lc_BGHpolyA_SV40p_Glutamine_Synthetase_BGHpolyA
P_2122A_UAS_MAM01_Hc_BGHpolyA_UAS_MAM01_Lc_BGHpolyA_UAS_MAM01_Lc_BGHpolyA_SV40p_Glutamine_Synthetase_BGHpolyA
P_2701_CMV_CMV_intron_MAM01_Hc_BGHpolyA_CMV_CMV_intron_MAM01_Lc_BGHpolyA_CMV_CMV_intron_MAM01_Lc_BGHpolyA_SV40p_Glutamine_Synthetase_BGHpolyA
P_2702_CMV_EF1a_intron_MAM01_Hc_BGHpolyA_CMV_EF1a_intron_MAM01_Lc_BGHpolyA_CMV_EF1a_intron_MAM01_Lc_BGHpolyA_SV40p_Glutamine_Synthetase_BGHpolyA
P_2705_8xUAS_CMV_intron_MAM01_Hc_BGHpolyA_8xUAS_CMV_intron_MAM01_Lc_BGHpolyA_8xUAS_CMV_intron_MAM01_Lc_BGHpolyA_SV40p_Glutamine_Synthetase_BGHpolyA
P_2706_8xUAS_EF1a_intron_MAM01_Hc_BGHpolyA_8xUAS_EF1a_intron_MAM01_Lc_BGHpolyA_8xUAS_EF1a_intron_MAM01_Lc_BGHpolyA_SV40p_Glutamine_Synthetase_BGHpolyA
Lonza pmaxGFP (GFP positive transfection control) 
","[]","none","",0,0,"","","Wednesday, December 10th 2025, 3:17:55 pm -08:00","Wednesday, December 10th 2025, 3:47:25 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rk4","Nov 9th Handoff GAVPO pool from Opto team (thawed 10/31 Seesha)","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","complete","
","[]","none","",0,0,"Sunday, November 9th 2025","","Wednesday, December 10th 2025, 3:19:02 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rk7","Nov 10th Split cells","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","complete","
","[]","none","",0,0,"Monday, November 10th 2025","","Wednesday, December 10th 2025, 3:19:02 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rka","Nov 11th Transfect DNA","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","complete","
","[]","none","",0,0,"Tuesday, November 11th 2025","","Wednesday, December 10th 2025, 3:19:03 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rke","Nov 13th Start GS pool selection","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","complete","
","[]","none","",0,0,"Thursday, November 13th 2025","","Wednesday, December 10th 2025, 3:19:04 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rkm","Nov 26th Production screen static deoxys illumination","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","complete","
","[]","none","",0,0,"Wednesday, November 26th 2025","","Wednesday, December 10th 2025, 3:19:04 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rkr","Dec 1st Screen data pool downselection","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","complete","
","[]","none","",0,0,"Monday, December 1st 2025","","Wednesday, December 10th 2025, 3:19:05 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rkw","Dec 5th Load pools on Beacon for clonal selection. Confirmed data with CLD.","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","complete","
","[]","none","",0,0,"Friday, December 5th 2025","","Wednesday, December 10th 2025, 3:19:06 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Wednesday, December 10th 2025, 3:23:14 pm -08:00","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rkz","Dec 10th Export clones from Beacon","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","to do","
","[]","none","",0,0,"Wednesday, December 10th 2025","","Wednesday, December 10th 2025, 3:19:07 pm -08:00","Wednesday, December 10th 2025, 3:26:57 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rm3","Dec 11th - Dec 26th Clonal expansion static 96-well to 24-well","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","to do","
","[]","none","",0,0,"Friday, December 26th 2025","Thursday, December 11th 2025","Wednesday, December 10th 2025, 3:19:07 pm -08:00","Wednesday, December 10th 2025, 3:23:24 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rm5","Dec 27th - Jan 9th Clonal expansion static 24-well to shaking 3.5 ml","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","to do","
","[]","none","",0,0,"Friday, January 9th 2026","Saturday, December 27th 2025","Wednesday, December 10th 2025, 3:19:08 pm -08:00","Wednesday, December 10th 2025, 3:21:29 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rm8","Jan 9th 24 DWP production run with clones","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","to do","
","[]","none","",0,0,"Wednesday, January 14th 2026","Friday, January 9th 2026","Wednesday, December 10th 2025, 3:19:09 pm -08:00","Wednesday, December 10th 2025, 3:27:46 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rmb","Jan 14th 24 DWP production run Octet titer analysis","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","to do","
","[]","none","",0,0,"Wednesday, January 14th 2026","","Wednesday, December 10th 2025, 3:19:09 pm -08:00","Wednesday, December 10th 2025, 3:21:56 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"X-Deliverable","868gp0rme","Jan 14th Handoff spent media from top clones from 5-day production run to AnChem for HPLC titer/SEC","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","to do","
","[]","none","",0,0,"Wednesday, January 14th 2026","","Wednesday, December 10th 2025, 3:19:10 pm -08:00","Wednesday, December 10th 2025, 3:24:46 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0rmj","Jan 20th Clonal downselection","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","to do","
","[]","none","",0,0,"Tuesday, January 20th 2026","","Wednesday, December 10th 2025, 3:19:11 pm -08:00","Wednesday, December 10th 2025, 3:22:05 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"X-Deliverable","868gp0rmm","Jan 20th Handoff MAM01 cell lines to BPD","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","to do","
","[]","none","",0,0,"Tuesday, January 20th 2026","","Wednesday, December 10th 2025, 3:19:11 pm -08:00","Wednesday, December 10th 2025, 3:24:38 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0tv7","Split clones 1:3 for 96-well static 4-day deoxys production screen","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","to do","
","[]","none","",0,0,"Friday, December 26th 2025","","Wednesday, December 10th 2025, 3:23:56 pm -08:00","Wednesday, December 10th 2025, 3:23:56 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0tz0","Valita titer assay of clones from deoxys production screen","868gp0r5r","1.1: GAVPO Pool / BMGF Backbone","https://app.clickup.com/t/868gp0r5r","to do","
","[]","none","",0,0,"Tuesday, December 30th 2025","","Wednesday, December 10th 2025, 3:24:20 pm -08:00","Wednesday, December 10th 2025, 3:24:20 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0v5r","1.2: Integrate MAM01 into new Opto-Chassis (GAVPO & Cry2Oligo)","868gp0qpj","Aim 1: Cell Line Generation","https://app.clickup.com/t/868gp0qpj","to do","Cell Line: TBD (CHOZN Elite Cry2oligo pool)
 
Constructs:
P_2701_CMV_CMV_intron_MAM01_Hc_BGHpolyA_CMV_CMV_intron_MAM01_Lc_BGHpolyA_CMV_CMV_intron_MAM01_Lc_BGHpolyA_SV40p_Glutamine_Synthetase_BGHpolyA
P_2711_8xTetO_MAM01_Hc_BGHpolyA_8xTetO_MAM01_Lc_BGHpolyA_8xTetO_MAM01_Lc_BGHpolyA_SV40p_Glutamine_Synthetase_BGHpolyA
Lonza pmaxGFP (GFP positive transfection control) 

","[]","none","",0,0,"","","Wednesday, December 10th 2025, 3:28:12 pm -08:00","Wednesday, December 17th 2025, 2:36:15 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gt07bj","Opto-chassis tfx + production screen (Cry2Oligo and GAVPO) - Amritha","868gp0v5r","1.2: Integrate MAM01 into new Opto-Chassis (GAVPO & Cry2Oligo)","https://app.clickup.com/t/868gp0v5r","in progress","MAM01 tfx info 
","[Amritha Menon]","none","",0,0,"Monday, December 29th 2025","Sunday, December 7th 2025","Wednesday, December 17th 2025, 2:32:58 pm -08:00","Wednesday, December 17th 2025, 2:39:25 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
"Task","868gp0vvu","Production screen static deoxys illumination (Amritha)","868gp0v5r","1.2: Integrate MAM01 into new Opto-Chassis (GAVPO & Cry2Oligo)","https://app.clickup.com/t/868gp0v5r","to do","
","[]","none","",0,0,"Wednesday, January 7th 2026","Tuesday, December 30th 2025","Wednesday, December 10th 2025, 3:30:48 pm -08:00","Wednesday, December 17th 2025, 2:48:03 pm -08:00","","","Will Paton","Projects - Pre-Product","BMGF","BMGF MAM01 Timeline","[]","[]","","[BMGF MAM01 Timeline]","[]","","","","","",,0
